,Channel Title,Channel Username,ID,Message,Date,Media Path
913,Sheger online-store,@Shageronlinestore,4349,"Foldable electric mosquito swatter (insect killer)

   high quality 

        security
        powerfull
        durable
          lasting 

ለቢንቢ እና ለተለያዩ ነፍሳቶች መግደያ

control method:- unplug the power supply to the position of ""-"" or ""+"" with lights 

do nat rinse with water or wipe with a towel please keep the electric mosquito swatter dry,so as not to damage internal electronics

if the mosquito swatter has nat been used for a long time, please charge it for 8-10 hours before use

              ዋጋ:-1400ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 17:43:17+00:00,photos/@Shageronlinestore_4349.jpg
914,Sheger online-store,@Shageronlinestore,4348,"Foldable electric mosquito swatter (insect killer)

   high quality 

        security
        powerfull
        durable
          lasting 

ለቢንቢ እና ለተለያዩ ነፍሳቶች መግደያ

control method:- unplug the power supply to the position of ""-"" or ""+"" with lights 

do nat rinse with water or wipe with a towel please keep the electric mosquito swatter dry,so as not to damage internal electronics

if the mosquito swatter has nat been used for a long time, please charge it for 8-10 hours before use

              ዋጋ:-1400ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 17:32:14+00:00,
921,Sheger online-store,@Shageronlinestore,4341," Foldable Barbecue Grill With Stand
              High Quality 

#Brand: #Royalford 

ለወዳጅ ዘመድዎ የሚሰጡት ምርጥ ስጦታ
ሙቀት-ተከላካይ እና ጭረት-ተከላካይ
ከተጠቀሙ በኋላ አጣጥፈው ማስቀመጥ ይችላሉ 
ሲጠቀሙ ጠፍጣፋ ፣ ጠንካራ ወለል ወይም ጠረጴዛ ላይ ይጠቀሙበት 
የመጋገሪያው መረብ ሊወጣ ስለሚችል ለማፅዳት ቀላል ነው

#Stainless_Steel_Charcoal_BBQ_Grill
 Premium Quantity Material
Easy to carry
Perfect for 3-5 people beach family/party
Heat-resistant and scratch-resistant
It can be folded away after you use
Use it on a flat, sturdy surface or table
Easy to clean as the baking net can be pulled out
Perfect Gift


#Size: 35×27×20CM


       ዋጋ፦  1,900 ብር

ውስን ፍሬ ነው ያለን
         
       
 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 13:19:38+00:00,photos/@Shageronlinestore_4341.jpg
922,Sheger online-store,@Shageronlinestore,4340," Foldable Barbecue Grill With Stand
              High Quality 

#Brand: #Royalford 

ለወዳጅ ዘመድዎ የሚሰጡት ምርጥ ስጦታ
ሙቀት-ተከላካይ እና ጭረት-ተከላካይ
ከተጠቀሙ በኋላ አጣጥፈው ማስቀመጥ ይችላሉ 
ሲጠቀሙ ጠፍጣፋ ፣ ጠንካራ ወለል ወይም ጠረጴዛ ላይ ይጠቀሙበት 
የመጋገሪያው መረብ ሊወጣ ስለሚችል ለማፅዳት ቀላል ነው

#Stainless_Steel_Charcoal_BBQ_Grill
 Premium Quantity Material
Easy to carry
Perfect for 3-5 people beach family/party
Heat-resistant and scratch-resistant
It can be folded away after you use
Use it on a flat, sturdy surface or table
Easy to clean as the baking net can be pulled out
Perfect Gift


#Size: 35×27×20CM


       ዋጋ፦  1,900 ብር

ውስን ፍሬ ነው ያለን
         
       
 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 13:19:22+00:00,
923,Sheger online-store,@Shageronlinestore,4339," Foldable Barbecue Grill With Stand
              High Quality 

#Brand: #Royalford 

ለወዳጅ ዘመድዎ የሚሰጡት ምርጥ ስጦታ
ሙቀት-ተከላካይ እና ጭረት-ተከላካይ
ከተጠቀሙ በኋላ አጣጥፈው ማስቀመጥ ይችላሉ 
ሲጠቀሙ ጠፍጣፋ ፣ ጠንካራ ወለል ወይም ጠረጴዛ ላይ ይጠቀሙበት 
የመጋገሪያው መረብ ሊወጣ ስለሚችል ለማፅዳት ቀላል ነው

#Stainless_Steel_Charcoal_BBQ_Grill
 Premium Quantity Material
Easy to carry
Perfect for 3-5 people beach family/party
Heat-resistant and scratch-resistant
It can be folded away after you use
Use it on a flat, sturdy surface or table
Easy to clean as the baking net can be pulled out
Perfect Gift


#Size: 35×27×20CM


       ዋጋ፦  1,900 ብር

ውስን ፍሬ ነው ያለን
         
       
 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 12:59:56+00:00,
924,Sheger online-store,@Shageronlinestore,4338,"Stainless Steel Shoes Rack 

ከብረት የተሰራ
ጫማ እና የተለያዩ ዕቃወች ማስቀመጫ 
ለመገጣጠም ቀላል 

 High Quality

ባለ ስድስት መደርደሪያ ያለው
 Size :- 55*26*114

 ዋጋ፦    1800 ብር

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 08:53:23+00:00,photos/@Shageronlinestore_4338.jpg
925,Sheger online-store,@Shageronlinestore,4337,"Astronaut Nebula Projector Light 

የራሱ ሪሞት ያለው
ለ ቪዲዮ
ለሳሎን ለመኝታ ክፍል የተለየን ድባብ የሚፈጥር
ለልጆች ክፍል ተመራጭ
ለቀጥታ ስርጭት
የተለያዬ ቀልብን የሚስቡ መብራት ያለዉ
 


ዋጋ፦  ትልቁ:- 2000ብር

ያለን ብዛት ውስን ነው ፈጥነው ይሸምቱ


 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 04:53:22+00:00,
926,Sheger online-store,@Shageronlinestore,4336,"Astronaut Nebula Projector Light 

የራሱ ሪሞት ያለው
ለ ቪዲዮ
ለሳሎን ለመኝታ ክፍል የተለየን ድባብ የሚፈጥር
ለልጆች ክፍል ተመራጭ
ለቀጥታ ስርጭት
የተለያዬ ቀልብን የሚስቡ መብራት ያለዉ
 


ዋጋ፦ ትልቁ:-2000   ብር

ያለን ብዛት ውስን ነው ፈጥነው ይሸምቱ


 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 04:52:18+00:00,
927,Sheger online-store,@Shageronlinestore,4335,"Astronaut Nebula Projector Light 

የራሱ ሪሞት ያለው
ለ ቪዲዮ
ለሳሎን ለመኝታ ክፍል የተለየን ድባብ የሚፈጥር
ለልጆች ክፍል ተመራጭ
ለቀጥታ ስርጭት
የተለያዬ ቀልብን የሚስቡ መብራት ያለዉ
 


ዋጋ፦  ትልቁ 2000  ብር

ያለን ብዛት ውስን ነው ፈጥነው ይሸምቱ


 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 04:50:59+00:00,
933,Sheger online-store,@Shageronlinestore,4329,"Astronaut Nebula Projector Light 

የራሱ ሪሞት ያለው
360° መዞር የሚችል
ለ ቪዲዮ
ለሳሎን ለመኝታ ክፍል የተለየን ድባብ የሚፈጥር
ለልጆች ክፍል ተመራጭ
ለቀጥታ ስርጭት
የተለያዬ ቀልብን የሚስቡ መብራት ያለዉ
 


ዋጋ፦  ትልቁ:-2000ብር

ያለን ብዛት ውስን ነው ፈጥነው ይሸምቱ


 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-29 04:38:22+00:00,photos/@Shageronlinestore_4329.jpg
934,Sheger online-store,@Shageronlinestore,4328," Hip Resistance Band 
       High Quality 
      For Legs and Butt 

በቤትዎ ውስን ስፖርቶችን በመስራት ያማረ ቅርፅ ይላበሱ

 ለሰውነት ቅርፅ ማሳመሪያ የሚሆኑ ስፖርቶችን መስሪያ
 3 የተለያየ የጥንካሬ መጠን ያላቸውን በአንድ ላይ የያዘ 
 ለሴቶች ያማረ የዳሌ, የእግር እና የሆድ ቅርፅ ተመራጭ
 ባጭር ጊዜ አማላይ የሆነ ጤናማ ሰውነት የሚያላብስ 


         ዋጋ፦  1,100 ብር 

ውስን ፍሬ ነው ያለን

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-28 18:07:58+00:00,
935,Sheger online-store,@Shageronlinestore,4327,Hip resistance band,2024-05-28 18:07:07+00:00,
940,Sheger online-store,@Shageronlinestore,4322," Hip Resistance Band 
       High Quality 
      For Legs and Butt 

በቤትዎ ውስን ስፖርቶችን በመስራት ያማረ ቅርፅ ይላበሱ

 ለሰውነት ቅርፅ ማሳመሪያ የሚሆኑ ስፖርቶችን መስሪያ
 3 የተለያየ የጥንካሬ መጠን ያላቸውን በአንድ ላይ የያዘ 
 ለሴቶች ያማረ የዳሌ, የእግር እና የሆድ ቅርፅ ተመራጭ
 ባጭር ጊዜ አማላይ የሆነ ጤናማ ሰውነት የሚያላብስ 


         ዋጋ፦  1,100 ብር 

ውስን ፍሬ ነው ያለን

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-28 17:56:05+00:00,photos/@Shageronlinestore_4322.jpg
941,Sheger online-store,@Shageronlinestore,4321,"VGR® rechargeable kids  Electric Hair Trimmer 

     High Quality 

ድምፅ ስለሌለው ተመራጭ ያደርገዋል

rechargeable 
silent no sounds 
Suitable For Kids 
Safe Ceramic Blade 
Water Proof 
USB charge 
Easy to use 
powerful motore

Cut your hair while sucking, saving time and effort

#Package_Includes:

3pcs cutting length comb
1 x Hair Clipper
1 x Cleaning Brush
1 x USB Cable
1 x Lubricant 

            ዋጋ፦  2,000 ብር 

ውስን ፍሬ ነው ያለን
        
 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-28 10:57:30+00:00,photos/@Shageronlinestore_4321.jpg
942,Sheger online-store,@Shageronlinestore,4320,"VGR® rechargeable Kids Electric Hair trimmer

     High Quality 

silent no sounds 
Suitable For Kids 
Safe Ceramic Blade 
Water Proof 
USB charge 
Easy to use 
powerful motore

Cut your hair while sucking, saving time and effort

#Package_Includes:

3pcs cutting length comb
1 x Hair Clipper
1 x Cleaning Brush
1 x USB Cable
1 x Lubricant 

        ዋጋ፦  2,000 ብር 

ውስን ፍሬ ነው ያለን
        
 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-28 10:54:04+00:00,photos/@Shageronlinestore_4320.jpg
951,Sheger online-store,@Shageronlinestore,4311,"frog head silicon oven gloves 

  220°c ድረስ መቆቆም እሚችል

         

ዋጋ፦ 1 ፍሬ-250
          2ፍሬ- 500


     



 አድራሻ   መገናኛ ታሜ ጋስ ህንፃ ጎን ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A (ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore",2024-05-28 07:42:39+00:00,photos/@Shageronlinestore_4311.jpg
952,Sheger online-store,@Shageronlinestore,4309," Silicone Ice Roller Massager 

Use the ice roller to massage skin or improve skin problems like brightening skin, reducing toxins, removing puffiness, and eliminating dark circles or puffy eyes.

•Ice Face Roller
•Material: Silicone
•Color: Pink, Blue (Optional)
•Suitable for All Skin
•Multifunctional
•Easy to Use



#Packaging_List
1 x Ice Face Roller


         ዋጋ፦  500 ብር


ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-28 05:08:13+00:00,
959,Sheger online-store,@Shageronlinestore,4302," Silicone Ice Roller Massager 

Use the ice roller to massage skin or improve skin problems like brightening skin, reducing toxins, removing puffiness, and eliminating dark circles or puffy eyes.

•Ice Face Roller
•Material: Silicone
•Color: Pink, Blue (Optional)
•Suitable for All Skin
•Multifunctional
•Easy to Use



#Packaging_List
1 x Ice Face Roller


         ዋጋ፦  500 ብር


ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-28 04:59:21+00:00,photos/@Shageronlinestore_4302.jpg
960,Sheger online-store,@Shageronlinestore,4301,"SHUKE® rechargeable intelligent electric toothbrush

Superior Plaque Removal
Ease of Use
It has More Cleaning Power than the manual brush
 more Technology and Features
it has different modes of cleaning
       clean
       polish
       white
       gumcare
       sensetive

the product is waterproof and can be washed
it comes with #three_additional_toothbrush_head, it can be used for 360 days under normal use

    ዋጋ:-1200ብር

ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-27 17:52:59+00:00,
967,Sheger online-store,@Shageronlinestore,4294,"SHUKE® rechargeable intelligent electric toothbrush

Superior Plaque Removal
Ease of Use
It has More Cleaning Power than the manual brush
 more Technology and Features
it has different modes of cleaning
       clean
       polish
       white
       gumcare
       sensetive

the product is waterproof and can be washed
it comes with #three_additional_toothbrush_head, it can be used for 360 days under normal use

    ዋጋ:-1200ብር

ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-27 17:45:41+00:00,photos/@Shageronlinestore_4294.jpg
973,Sheger online-store,@Shageronlinestore,4288,"4Pcs foldable silicone fresh keeping box

የተለያዩ ነገሮችን ፍሪጅ ውስጥ ምናስገባበት
እንደ ምሳ ዕቃም መጠቀም ምንችለው
መተጣጠፍ የሚችል
4 የተለያየ መጠን ያላቸው
food  grade material
freezable preservation
easy to use and  clean with just one flush
light weight and convenient
Good for health and environmental protection 
capable of microwave heating
can be refrigerated and kept fresh

         ዋጋ:-1200ብር



ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-27 08:19:55+00:00,photos/@Shageronlinestore_4288.jpg
974,Sheger online-store,@Shageronlinestore,4287,"Electric Double Breast Pump

BPA Free


     ዋጋ፦  2,400 ብር


ውስን ፍሬ ነው ያለው

ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-27 05:11:12+00:00,
975,Sheger online-store,@Shageronlinestore,4286," Sign LED Galaxy Projector Light 

Change the mood of your room with this star lamp so that it feels like you are up in the atmosphere. You can choose from a total of 10 different light variants via the remote control and also play your music via bluetooth or a TF card.
Mood Light
Ocean Wave Projector
Home Theater Accent
Rotating Lighting Display
Brightness Adjustable
Auto Timer
Christmas Decorations Gifts
Light for Home Decor with Bluetooth Music Speaker



#Package_includes:
1 x Projector
1 x Remote control
1 x USB cable



         ዋጋ፦  1,400 ብር


ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore
           ",2024-05-25 15:50:41+00:00,
976,Sheger online-store,@Shageronlinestore,4285," Sign LED Galaxy Projector Light 

Change the mood of your room with this star lamp so that it feels like you are up in the atmosphere. You can choose from a total of 10 different light variants via the remote control and also play your music via bluetooth or a TF card.
Mood Light
Ocean Wave Projector
Home Theater Accent
Rotating Lighting Display
Brightness Adjustable
Auto Timer
Christmas Decorations Gifts
Light for Home Decor with Bluetooth Music Speaker



#Package_includes:
1 x Projector
1 x Remote control
1 x USB cable



         ዋጋ፦  1,400 ብር


ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore
           ",2024-05-25 15:49:50+00:00,
986,Sheger online-store,@Shageronlinestore,4275," Sign LED Galaxy Projector Light 

Change the mood of your room with this star lamp so that it feels like you are up in the atmosphere. You can choose from a total of 10 different light variants via the remote control and also play your music via bluetooth or a TF card.
Mood Light
Ocean Wave Projector
Home Theater Accent
Rotating Lighting Display
Brightness Adjustable
Auto Timer
Christmas Decorations Gifts
Light for Home Decor with Bluetooth Music Speaker



#Package_includes:
1 x Projector
1 x Remote control
1 x USB cable



         ዋጋ፦ 1,400 ብር


ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore
           ",2024-05-25 15:41:16+00:00,photos/@Shageronlinestore_4275.jpg
987,Sheger online-store,@Shageronlinestore,4274,"mini rechargeable juicer with extra cup

 በቻርጅ የሚሰራ
 የትም ይዞ ለመንቀሳቀስ አመቺ የሆነ
400ml የሚይዝና የራሱ መቅጃ ያለዉ
ተጨማሪ 400ml መጠጫ ያለው


#Package_Included 
1* Portable Juice Blender 
1* USB Charging cable 
1* Manual 
1*cup

ዋጋ፦    1200 ብር
     
                    1100ብር

ውስን ፍሬ ነው ያለው

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-25 04:36:45+00:00,
988,Sheger online-store,@Shageronlinestore,4273,"mini rechargeable juicer with extra cup

 በቻርጅ የሚሰራ
 የትም ይዞ ለመንቀሳቀስ አመቺ የሆነ
400ml የሚይዝና የራሱ መቅጃ ያለዉ
ተጨማሪ 400ml መጠጫ ያለው


#Package_Included 
1* Portable Juice Blender 
1* USB Charging cable 
1* Manual 
1*cup

ዋጋ፦    1100 ብር

ውስን ፍሬ ነው ያለው

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-25 04:35:27+00:00,photos/@Shageronlinestore_4273.jpg
989,Sheger online-store,@Shageronlinestore,4272," Three layer display stand and Cosmetic Storage Shelf

 የተለያዩ ነገሮችን ማስቀመጫ ሼልፍ
 ከወፍራም ማይካ የተሰራ
 የሚገጣጠም
ቁመቱ 40cm፣ ስፋቱ 42cm እና ጥልቀቱ 24cm የሆነ

   ዋጋ:- 1800 ብር

ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-24 18:04:45+00:00,photos/@Shageronlinestore_4272.jpg
994,Sheger online-store,@Shageronlinestore,4267," Three layer display stand and Cosmetic Storage Shelf

 የተለያዩ ነገሮችን ማስቀመጫ ሼልፍ
 ከወፍራም ማይካ የተሰራ
 የሚገጣጠም
ቁመቱ 40cm፣ ስፋቱ 42cm እና ጥልቀቱ 24cm የሆነ

   ዋጋ:- 1800 ብር

ዉስን ፍሬ ነው ያለን
 limited stock

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-24 17:59:42+00:00,photos/@Shageronlinestore_4267.jpg
995,Sheger online-store,@Shageronlinestore,4266," Creative 6 layer Shoe Rack

የጫማ ማስቀመጫ
 ባለ አምስት ደረጃ
 ቦታ ቆጣቢ
 ሲዘረጋ 27cm*27cm*86cm ስፋት
 ከጠንካራ ፕላስቲክ የተሰራ
ገጠማ የማይፈልግ
5 ጥንድ ጫማዎችን ይይዛል

ዋጋ፦  6layer 1600 ብር
    
           4layer 1200ብር

ውስን ፍሬ ነው ያለው

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-24 11:48:57+00:00,photos/@Shageronlinestore_4266.jpg
997,Sheger online-store,@Shageronlinestore,4264,"Creative 6 layer Shoe Rack

የጫማ ማስቀመጫ
 ባለ አምስት ደረጃ
 ቦታ ቆጣቢ
 ሲዘረጋ 27cm*27cm*86cm ስፋት
 ከጠንካራ ፕላስቲክ የተሰራ
ገጠማ የማይፈልግ
5 ጥንድ ጫማዎችን ይይዛል

ዋጋ፦  6layer 1600 ብር
    
           4layer 1200ብር

ውስን ፍሬ ነው ያለው

 አድራሻ   መገናኛ ስሪ ኤም ሲቲ ሞል  ሁለተኛ ፎቅ ቢሮ ቁ. SL-05A(ከ ሊፍቱ ፊት ለ ፊት)

     


     0909522840
     0923350054


  በTelegram ለማዘዝ  ይጠቀሙ
@shager_onlinestore
  
ለተጨማሪ ማብራሪያ የቴሌግራም ገፃችን
https://t.me/Shageronlinestore",2024-05-24 11:32:31+00:00,
